ISIN,name,ticker,fund_size,expense,replication,structure,strategy,currency,currency_risk,vol_1_year,inception,distribution_policy,distribution_frequency,domicile,provider,YTD,1m_return,3m_return,6m_return,1y_return,3y_return,5y_return,max_return,2022_return,2021_return,2020_return,2019_return,vol_1y,vol_3y,vol_5y,sharpe_1y,sharpe_3y,sharpe_5y,maxdrawdown_1y,maxdrawdown_3y,maxdrawdown_5y,maxdrawdown,description
IE00B53QG562,iShares Core MSCI EMU UCITS ETF EUR (Acc),CEU1,"  GBP 2,327 m   ", 0.12% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.81% ,12 January 2010,Accumulating,-,Ireland,iShares,+8.90%,-4.30%,-3.81%,-1.57%,+16.14%,+29.46%,+25.93%,+121.90%,-7.48%,+15.12%,+4.87%,+20.05%,16.81%,18.10%,19.63%,0.96,0.50,0.24,-9.22%,-22.03%,-31.79%,-32.58%," The iShares Core MSCI EMU UCITS ETF EUR (Acc) seeks to track the MSCI EMU index. The MSCI EMU index tracks large and mid cap stocks from countries in the European Economic and Monetary Union.      The ETF's TER (total expense ratio) amounts to 0.12% p.a..  The iShares Core MSCI EMU UCITS ETF EUR (Acc) is the cheapest and largest ETF that tracks the MSCI EMU index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares Core MSCI EMU UCITS ETF EUR (Acc) is a very large ETF with 2,327m GBP assets under management.    The ETF was launched on 12 January 2010  and is domiciled in Ireland.  "
IE000FOSCLU1,iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Dist),5IF0,  GBP 1 m   , 0.15% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.35% ,27 July 2021,Distributing,Semi annually,Ireland,iShares,+5.64%,-5.96%,-6.18%,-3.96%,+7.03%,-,-,-1.69%,-10.12%,-,-,-,17.35%,-,-,0.40,-,-,-11.84%,-,-,-24.04%," The iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Dist) seeks to track the MSCI EMU Climate Paris Aligned Benchmark Select index. The MSCI EMU Climate Paris Aligned Benchmark Select index tracks stocks from Eurozone countries. The index aims to give greater weight to companies that benefit from the transition to a lower carbon economy. In addition, EU directives on climate protection are taken into account. The parent index is the MSCI EMU.      The ETF's TER (total expense ratio) amounts to 0.15% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The iShares MSCI EMU Paris-Aligned Climate UCITS ETF EUR (Dist) is a very small ETF with 1m GBP assets under management.    The ETF was launched on 27 July 2021  and is domiciled in Ireland.  "
DE000A2QP380,iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc),IDVA,  GBP 1 m   , 0.31% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 15.88% ,3 December 2021,Accumulating,-,Germany,iShares,-4.03%,-4.27%,-2.56%,-9.50%,+1.33%,-,-,-12.01%,-8.94%,-,-,-,15.88%,-,-,0.08,-,-,-14.84%,-,-,-21.75%, The iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc) seeks to track the EURO STOXX® Select Dividend 30 index. The EURO STOXX® Select Dividend 30 index tracks the 30 companies with the highest dividend yield from the eurozone EU states.      The ETF's TER (total expense ratio) amounts to 0.31% p.a..  The iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc) is the only ETF that tracks the EURO STOXX® Select Dividend 30 index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares EURO STOXX Select Dividend 30 UCITS ETF (DE) EUR (Acc) is a very small ETF with 1m GBP assets under management.    The ETF was launched on 3 December 2021  and is domiciled in Germany.  
IE00BP3QZJ36,iShares MSCI France UCITS ETF,ISFR,  GBP 71 m   , 0.25% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 16.96% ,5 September 2014,Accumulating,-,Ireland,iShares,+9.36%,-4.31%,-4.41%,-1.77%,+15.99%,+47.13%,+39.77%,+123.85%,-2.03%,+20.93%,+1.21%,+22.60%,16.96%,18.43%,20.23%,0.94,0.75,0.34,-8.24%,-19.52%,-32.98%,-32.98%, The iShares MSCI France UCITS ETF seeks to track the MSCI France index. The MSCI France index tracks the leading French stocks.      The ETF's TER (total expense ratio) amounts to 0.25% p.a..  The iShares MSCI France UCITS ETF is the only ETF that tracks the MSCI France index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares MSCI France UCITS ETF is a small ETF with 71m GBP assets under management.    The ETF was launched on 5 September 2014  and is domiciled in Ireland.  
LU0145634662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0232955988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0030165871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0093502762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0008488206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0210529490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0417818076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0011889846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0106235293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0390221256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0004866772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0229941660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0106235376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0003867441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0165074666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0279295835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0390221926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0256839944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0165073775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0117858166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0256883843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0033009014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0823401731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0000990095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0007035159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0255980913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0390221686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0162689763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0294249692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0099161993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145635123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145634076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0128521001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0207432559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0379090680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0503932328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0740822977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0093666013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0091115906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0095325956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0127786431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145647300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0010149179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0308864023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0087656699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0032904009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145644893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT0000662275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0008491002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0261948227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0238202427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0133194562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0235308482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0504465815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0125946151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0091116201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0165074740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0091116110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0187937684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0048581077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0048580004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0124167924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145647052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0032904116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0106235459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0568607203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0347565383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO0010257801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0370217092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0165081950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0010187898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0187937411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0048584766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0256840447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0165073858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0256787531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0002921975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0048588080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0145647722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0089640097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE0009751651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0133706308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0300507034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0032904330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE0033009238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0389656892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0840617350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU0247695934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR0010251744,Lyxor IBEX 35 (DR) UCITS ETF - Dist,LYXIB,  GBP 166 m   , 0.30% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.36% ,19 January 2006,Distributing,Semi annually,France,Amundi ETF,+11.74%,-4.60%,-0.23%,-0.17%,+16.09%,+38.62%,+8.87%,+82.97%,+3.21%,+3.04%,-8.05%,+10.58%,17.36%,18.91%,20.66%,0.93,0.61,0.08,-10.44%,-19.47%,-33.80%,-50.72%, The Lyxor IBEX 35 (DR) UCITS ETF - Dist seeks to track the IBEX 35 index. The IBEX 35 index tracks the 35 largest Spanish stocks.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor IBEX 35 (DR) UCITS ETF - Dist has 166m GBP assets under management.    The ETF was launched on 19 January 2006  and is domiciled in France.  
DE0005933931,iShares Core DAX UCITS ETF (DE),EXS1,"  GBP 4,757 m   ", 0.16% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.02% ,27 December 2000,Accumulating,-,Germany,iShares,+7.97%,-4.39%,-4.87%,-1.48%,+18.89%,+15.01%,+17.03%,+185.05%,-7.93%,+7.11%,+9.21%,+17.69%,17.02%,19.00%,20.83%,1.11,0.25,0.15,-8.59%,-23.46%,-32.67%,-65.07%," The iShares Core DAX UCITS ETF (DE) seeks to track the DAX® index. The DAX® index tracks the 40 largest and most traded German stocks listed on the Prime Standard segment of the Frankfurt Stock Exchange.      The ETF's TER (total expense ratio) amounts to 0.16% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The iShares Core DAX UCITS ETF (DE) is a very large ETF with 4,757m GBP assets under management.    The ETF was launched on 27 December 2000  and is domiciled in Germany.  "
LU2082997359,Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Dist,DFOP,  GBP 46 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 13.94% ,3 September 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,-3.11%,-5.23%,-9.57%,-6.77%,-8.06%,-,-,+8.19%,-8.12%,+15.34%,-,-,13.94%,-,-,-0.58,-,-,-13.56%,-,-,-17.48%, The Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Dist seeks to track the STOXX® Europe 600 Food & Beverage index. The STOXX® Europe 600 Food & Beverage tracks the European Food & Beverages sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Food & Beverage UCITS ETF - Dist is a small ETF with 46m GBP assets under management.    The ETF was launched on 3 September 2020  and is domiciled in Luxembourg.  
LU2082998837,Lyxor STOXX Europe 600 Technology UCITS ETF - Dist,CSTA,  GBP 21 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 26.07% ,3 September 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,+15.42%,-3.80%,-4.18%,+1.49%,+17.19%,-,-,+16.32%,-23.93%,+25.49%,-,-,26.07%,-,-,0.66,-,-,-14.11%,-,-,-38.30%, The Lyxor STOXX Europe 600 Technology UCITS ETF - Dist seeks to track the STOXX® Europe 600 Technology index. The STOXX® Europe 600 Technology index tracks the European technology sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Technology UCITS ETF - Dist is a small ETF with 21m GBP assets under management.    The ETF was launched on 3 September 2020  and is domiciled in Luxembourg.  
LU2082999058,Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Dist,INDB,  GBP 4 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 14.42% ,24 September 2020,Distributing,Semi annually,Luxembourg,Amundi ETF,-2.37%,-5.20%,-11.68%,-13.14%,-13.92%,-,-,+1.17%,-9.83%,+8.05%,-,-,14.42%,-,-,-0.97,-,-,-17.27%,-,-,-18.28%, The Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Dist seeks to track the STOXX® Europe 600 Telecommunications index. The STOXX® Europe 600 Telecommunications tracks the European telecommunication sector.      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Semi annually).            The Lyxor STOXX Europe 600 Telecommunications UCITS ETF - Dist is a very small ETF with 4m GBP assets under management.    The ETF was launched on 24 September 2020  and is domiciled in Luxembourg.  
IE00BG143G97,Vanguard Germany All Cap UCITS ETF Distributing,VGER,  GBP 120 m   , 0.10% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.55% ,17 July 2018,Distributing,Quarterly,Ireland,Vanguard,+8.28%,-4.17%,-4.54%,-2.34%,+17.81%,+8.10%,+10.15%,+9.21%,-12.97%,+5.96%,+9.63%,+18.70%,17.55%,18.81%,20.72%,1.01,0.14,0.09,-10.03%,-28.10%,-32.67%,-32.67%," The Vanguard Germany All Cap UCITS ETF Distributing seeks to track the FTSE Germany All Cap index. The FTSE Germany All Cap index tracks large, mid and small cap securities from Germany.      The ETF's TER (total expense ratio) amounts to 0.10% p.a..  The Vanguard Germany All Cap UCITS ETF Distributing is the only ETF that tracks the FTSE Germany All Cap index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Quarterly).            The Vanguard Germany All Cap UCITS ETF Distributing has 120m GBP assets under management.    The ETF was launched on 17 July 2018  and is domiciled in Ireland.  "
LU0136234068,UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis,UB01,  GBP 308 m   , 0.15% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.59% ,29 October 2001,Distributing,Semi annually,Luxembourg,UBS ETF,+11.12%,-4.24%,-4.02%,-0.02%,+21.16%,+35.18%,+35.97%,+213.49%,-4.04%,+15.86%,+2.55%,+22.45%,17.59%,19.28%,20.68%,1.20,0.55,0.31,-7.99%,-22.08%,-32.07%,-48.21%, The UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.15% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Semi annually).            The UBS ETF (LU) EURO STOXX 50 UCITS ETF (EUR) A-dis has 308m GBP assets under management.    The ETF was launched on 29 October 2001  and is domiciled in Luxembourg.  
LU1273642816,UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-acc,EUSRS,  GBP 26 m   , 0.27% p.a. , Physical (Full replication) ,ETF,Long-only,CHF,Currency hedged, 18.36% ,24 November 2015,Accumulating,-,Luxembourg,UBS ETF,+5.36%,-5.07%,-5.43%,-3.34%,+3.74%,+26.90%,+38.33%,+110.60%,-7.30%,+18.05%,+4.98%,+28.46%,18.36%,17.59%,18.77%,0.20,0.47,0.36,-11.87%,-20.92%,-29.70%,-29.70%," The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-acc seeks to track the MSCI EMU SRI Low Carbon Select 5% Issuer Capped (CHF Hedged) index. The MSCI EMU SRI Low Carbon Select 5% Issuer Capped (CHF Hedged) index tracks eurozone equity market performance considering only companies with very high Environmental, Social and Governance (ESG) ratings relative to their sector peers, to ensure the inclusion of the best of class companies from an ESG perspective. The weight of each company is capped to 5%. Currency hedged to Swiss Francs (CHF).      The ETF's TER (total expense ratio) amounts to 0.27% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The UBS ETF (LU) MSCI EMU Socially Responsible UCITS ETF (hedged to CHF) A-acc is a small ETF with 26m GBP assets under management.    The ETF was launched on 24 November 2015  and is domiciled in Luxembourg.  "
IE00B23D8X81,Invesco FTSE RAFI Europe UCITS ETF,PSRE,  GBP 6 m   , 0.39% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 14.64% ,19 November 2007,Distributing,Quarterly,Ireland,Invesco,+4.76%,-3.77%,-2.79%,-3.59%,+10.93%,+42.43%,+23.89%,+107.13%,+1.24%,+18.35%,-3.66%,+15.37%,14.64%,16.79%,19.30%,0.75,0.75,0.23,-9.56%,-16.06%,-33.35%,-49.56%," The Invesco FTSE RAFI Europe UCITS ETF seeks to track the FTSE RAFI Europe index. The FTSE RAFI Europe index tracks European stocks. The FTSE RAFI Index Series selects and weights index constituents using four fundamental factors, rather than market capitalisation. The factors are dividends, cash flows, sales and book value.      The ETF's TER (total expense ratio) amounts to 0.39% p.a..  The Invesco FTSE RAFI Europe UCITS ETF is the only ETF that tracks the FTSE RAFI Europe index.   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Quarterly).            The Invesco FTSE RAFI Europe UCITS ETF is a very small ETF with 6m GBP assets under management.    The ETF was launched on 19 November 2007  and is domiciled in Ireland.  "
LU1481201025,BNP Paribas Easy ESG Low Volatility Europe UCITS ETF,VLED,  GBP 6 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 14.11% ,31 January 2017,Distributing,Annually,Luxembourg,BNP Paribas Easy,+2.63%,-4.84%,-6.84%,-4.39%,+1.74%,+14.88%,+22.67%,+49.72%,-8.85%,+19.10%,+0.42%,+18.03%,14.11%,13.87%,15.69%,0.12,0.34,0.27,-9.60%,-17.16%,-25.89%,-25.89%," The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF seeks to track the BNP Paribas Low Vol Europe ESG index. The BNP Paribas Low Vol Europe ESG index tracks European stocks with a low volatility. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Annually).            The BNP Paribas Easy ESG Low Volatility Europe UCITS ETF is a very small ETF with 6m GBP assets under management.    The ETF was launched on 31 January 2017  and is domiciled in Luxembourg.  "
LU1481201702,BNP Paribas Easy ESG Value Europe UCITS ETF,VALD,  GBP 2 m   , 0.30% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 16.51% ,31 January 2017,Distributing,Annually,Luxembourg,BNP Paribas Easy,+3.60%,-4.03%,-3.92%,-4.34%,+6.32%,+11.91%,-6.61%,+12.72%,-14.85%,+15.33%,-7.30%,+10.63%,16.51%,16.26%,18.29%,0.38,0.24,-0.07,-11.79%,-26.92%,-35.96%,-37.47%," The BNP Paribas Easy ESG Value Europe UCITS ETF seeks to track the BNP Paribas Value Europe ESG index. The BNP Paribas Value Europe ESG index tracks European stocks with a high value risk premia. The stocks included are filtered according to ESG criteria (environmental, social and corporate governance).      The ETF's TER (total expense ratio) amounts to 0.30% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (Annually).            The BNP Paribas Easy ESG Value Europe UCITS ETF is a very small ETF with 2m GBP assets under management.    The ETF was launched on 31 January 2017  and is domiciled in Luxembourg.  "
FR0011550672,BNP Paribas Easy STOXX Europe 600 UCITS ETF,ETZD,  GBP 70 m   , 0.20% p.a. , Synthetic (Unfunded swap) ,ETF,Long-only,EUR,Currency unhedged, 14.63% ,16 September 2013,Distributing,At least annually,France,BNP Paribas Easy,+4.57%,-4.02%,-4.53%,-2.75%,+8.45%,+27.68%,+28.77%,+92.97%,-5.02%,+17.03%,+4.01%,+21.11%,14.63%,15.79%,17.57%,0.58,0.54,0.30,-9.19%,-16.95%,-28.57%,-28.57%, The BNP Paribas Easy STOXX Europe 600 UCITS ETF seeks to track the STOXX® Europe 600 index. The STOXX® Europe 600 index tracks the 600 largest European companies.      The ETF's TER (total expense ratio) amounts to 0.20% p.a..   The ETF replicates the performance of the underlying index synthetically with a swap.    The dividends in the ETF  are distributed to the investors (At least annually).            The BNP Paribas Easy STOXX Europe 600 UCITS ETF is a small ETF with 70m GBP assets under management.    The ETF was launched on 16 September 2013  and is domiciled in France.  
FR0012739431,BNP Paribas Easy EURO STOXX 50 UCITS ETF,ETDD,  GBP 233 m   , 0.18% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.59% ,27 July 2015,Accumulating,-,France,BNP Paribas Easy,+10.50%,-4.25%,-4.08%,-0.09%,+21.03%,+35.58%,+36.25%,+177.64%,-3.29%,+15.92%,+2.53%,+22.36%,17.59%,19.39%,20.74%,1.20,0.55,0.31,-8.04%,-22.15%,-32.05%,-48.02%, The BNP Paribas Easy EURO STOXX 50 UCITS ETF seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are accumulated and reinvested in the ETF.            The BNP Paribas Easy EURO STOXX 50 UCITS ETF has 233m GBP assets under management.    The ETF was launched on 27 July 2015  and is domiciled in France.  
FR0012740983,BNP Paribas Easy EURO STOXX 50 UCITS ETF,ETBB,  GBP 130 m   , 0.18% p.a. , Physical (Full replication) ,ETF,Long-only,EUR,Currency unhedged, 17.55% ,27 July 2015,Distributing,Annually,France,BNP Paribas Easy,+9.60%,-4.23%,-4.03%,-0.13%,+21.27%,+35.54%,+36.19%,+219.21%,-2.52%,+15.96%,+2.61%,+22.40%,17.55%,19.37%,20.77%,1.21,0.55,0.31,-7.99%,-22.07%,-32.02%,-34.68%, The BNP Paribas Easy EURO STOXX 50 UCITS ETF seeks to track the EURO STOXX® 50 index. The EURO STOXX® 50 index tracks the 50 largest companies in the eurozone.      The ETF's TER (total expense ratio) amounts to 0.18% p.a..   The ETF replicates the performance of the underlying index by full replication (buying all the index constituents).    The dividends in the ETF  are distributed to the investors (Annually).            The BNP Paribas Easy EURO STOXX 50 UCITS ETF has 130m GBP assets under management.    The ETF was launched on 27 July 2015  and is domiciled in France.  
